Company,Ram,Touchscreen,Gpu_brand,Cpu_brand,P,os
Dell,4,0,Intel,Intel Core i3,1.25,Windows
HP,4,0,Intel,Intel Core i5,1.547,Windows
Chuwi,4,0,Intel,Intel Dual Core,0.53,Windows
Lenovo,4,0,Intel,Intel Core i3,1.204,Windows
Lenovo,8,0,Intel,Intel Core i5,2.236,Windows
Dell,16,0,Nvidia,Intel Core i7,4.983,Windows
Dell,16,0,Nvidia,Intel Core i7,4.047,Windows
Lenovo,16,0,Intel,Intel Core i7,3.832,Windows
Asus,16,0,Intel,Intel Core i7,4.156,Windows
Lenovo,8,0,Nvidia,Intel Core i5,2.157,Windows
Toshiba,32,1,Intel,Intel Core i7,5.965,Windows
Asus,8,0,Nvidia,Intel Core i7,2.877,Windows
Acer,8,0,AMD,AMD Processor,1.234,Windows
Lenovo,8,0,Intel,Intel Core i5,2.342,Windows
Lenovo,8,0,Intel,Intel Core i7,1.916,Windows
HP,8,0,Intel,Intel Core i7,3.727,Windows
Lenovo,8,0,Intel,Intel Core i3,2.023,Windows
Lenovo,8,0,Intel,Intel Core i5,1.942,Windows
Asus,4,0,Intel,Intel Dual Core,0.725,Windows
HP,8,0,AMD,Intel Core i5,1.319,Windows
Lenovo,8,1,Intel,Intel Core i5,3.408,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.637,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.565,Linux
Lenovo,8,0,Intel,Intel Core i5,2.023,Windows
Asus,8,0,Intel,Intel Core i7,2.609,Windows
Acer,4,0,Nvidia,Intel Core i5,1.306,Windows
HP,8,0,Intel,Intel Core i7,2.82,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.449,Linux
Dell,8,1,Intel,Intel Core i5,1.916,Windows
Acer,4,0,Nvidia,Intel Core i7,1.362,Windows
Dell,8,0,Intel,Intel Core i5,1.782,Windows
Dell,16,0,AMD,Intel Core i7,2.598,Windows
Xiaomi,16,0,Nvidia,Intel Core i7,2.984,Linux
Asus,2,0,Intel,Intel Dual Core,0.522,Windows
HP,4,1,Intel,Intel Core i5,1.111,Windows
HP,8,0,Nvidia,Intel Core i5,1.895,Windows
Asus,16,0,Nvidia,Intel Core i7,3.205,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.982,Windows
HP,8,0,Intel,Intel Core i7,2.982,Windows
Dell,8,0,Intel,Intel Core i5,2.727,Windows
HP,4,0,Intel,Intel Core i3,1.468,Windows
Dell,8,0,AMD,Intel Core i5,1.895,Linux
Lenovo,8,0,Intel,Intel Core i5,2.856,Windows
Lenovo,4,0,Nvidia,Intel Core i7,1.703,Windows
Lenovo,8,0,Nvidia,Intel Core i3,0.978,Linux
Dell,4,0,AMD,Intel Core i5,1.247,Windows
Dell,8,0,Intel,Intel Core i5,2.935,Windows
Dell,16,0,Nvidia,Intel Core i7,6.421,Windows
Toshiba,8,0,Intel,Intel Core i5,1.833,Windows
Asus,8,0,Nvidia,Intel Core i7,2.768,Windows
Mediacom,4,0,Intel,Intel Dual Core,0.786,Windows
Asus,8,0,Nvidia,Intel Core i5,3.514,Windows
Dell,8,0,Nvidia,Intel Core i7,2.918,Windows
Dell,8,0,AMD,Intel Core i5,1.699,Windows
HP,4,0,Intel,Intel Dual Core,0.85,Windows
HP,12,0,Nvidia,Intel Core i7,3.834,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.831,Windows
Dell,8,1,Intel,Intel Core i7,2.982,Windows
Dell,4,0,Intel,Intel Core i3,1.568,Windows
HP,8,0,Intel,Intel Core i7,2.44,Windows
Acer,8,0,Nvidia,Intel Core i5,1.701,Linux
Asus,4,0,AMD,AMD Processor,0.744,Windows
HP,4,0,Intel,Intel Core i3,1.504,Windows
Lenovo,4,0,Intel,Intel Core i5,1.673,Windows
Lenovo,4,0,Intel,Intel Core i5,0.985,Linux
HP,4,0,Intel,Intel Core i3,0.846,Windows
Lenovo,8,0,Intel,Intel Core i7,3.685,Windows
Lenovo,4,0,Intel,Intel Core i3,1.063,Windows
Dell,8,0,Intel,Intel Core i5,2.381,Windows
Dell,16,0,Nvidia,Intel Core i7,5.752,Windows
HP,8,0,Intel,Intel Core i3,1.16,Windows
HP,8,0,Nvidia,Intel Core i7,2.728,Windows
Asus,4,0,Intel,Intel Dual Core,0.477,Linux
Mediacom,4,0,Intel,Intel Dual Core,0.543,Windows
Lenovo,6,0,Nvidia,Intel Core i7,2.023,Windows
HP,6,0,AMD,AMD Processor,1.212,Windows
Dell,4,0,AMD,Intel Core i3,1.317,Windows
Acer,4,1,Intel,Intel Dual Core,0.744,Windows
Lenovo,4,0,Intel,Intel Core i3,1.343,Windows
HP,16,1,Intel,Intel Dual Core,4.188,Windows
Lenovo,8,0,Nvidia,Intel Core i7,6.391,Windows
Asus,8,0,Nvidia,Intel Core i5,1.788,Windows
Dell,8,1,Intel,Intel Core i5,3.408,Windows
Dell,4,0,Intel,Intel Core i5,2.044,Windows
Fujitsu,8,0,Intel,Intel Core i5,1.575,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.733,Windows
Lenovo,4,0,Intel,Intel Core i5,2.11,Windows
HP,8,0,Nvidia,Intel Core i5,3.966,Windows
HP,8,0,Intel,Intel Dual Core,0.829,Windows
HP,6,0,AMD,AMD Processor,1.383,Windows
Lenovo,8,0,Intel,Intel Core i5,1.769,Windows
Lenovo,4,0,Intel,Intel Core i5,1.46,Windows
Mediacom,4,0,Intel,Intel Dual Core,0.531,Windows
Toshiba,16,1,Intel,Intel Core i7,3.975,Windows
Lenovo,32,0,Nvidia,Intel Core i7,5.675,Windows
MSI,16,0,Nvidia,Intel Core i7,5.816,Windows
Dell,8,0,AMD,Intel Core i7,1.596,Linux
Mediacom,4,0,Intel,Intel Dual Core,0.829,Windows
Dell,8,0,Intel,Intel Core i5,2.149,Windows
HP,4,0,Intel,Intel Core i3,1.532,Windows
Dell,16,0,Nvidia,Intel Core i7,3.276,Windows
Dell,4,0,Intel,Intel Dual Core,0.629,Linux
MSI,16,0,Nvidia,Intel Core i7,5.006,Windows
HP,16,0,Nvidia,Intel Core i7,3.193,Windows
Lenovo,12,0,Intel,Intel Core i7,3.565,Windows
Lenovo,12,1,Intel,Intel Core i7,1.298,Windows
Asus,8,0,Nvidia,Intel Core i5,3.772,Windows
Asus,8,1,Intel,Intel Core i5,1.575,Windows
Lenovo,12,0,AMD,AMD Processor,2.023,Windows
Dell,4,1,Intel,Intel Dual Core,1.285,Windows
Samsung,16,0,Nvidia,Intel Core i7,3.621,Windows
Lenovo,4,0,Intel,Intel Core i3,1.127,Linux
Lenovo,8,0,Intel,Intel Core i3,0.978,Windows
Lenovo,8,1,Intel,Intel Core i7,4.316,Windows
Lenovo,8,0,Intel,Intel Core i5,3.141,Windows
Dell,8,1,Intel,Intel Core i5,3.559,Windows
Dell,8,1,Nvidia,Intel Core i7,3.757,Windows
HP,8,0,Intel,Intel Core i7,2.598,Windows
HP,4,0,Intel,Intel Core i3,1.425,Windows
Acer,4,0,Intel,Intel Dual Core,0.701,Windows
MSI,16,0,Nvidia,Intel Core i7,4.687,Windows
Dell,4,0,AMD,Intel Core i3,0.991,Linux
MSI,16,0,Nvidia,Intel Core i7,4.9,Windows
Toshiba,8,0,Intel,Intel Core i7,2.982,Windows
Lenovo,6,0,Intel,Intel Core i5,1.202,Windows
Lenovo,8,1,Intel,Intel Core i7,2.768,Windows
Acer,4,0,Intel,Intel Dual Core,0.744,Windows
Lenovo,32,0,Nvidia,Intel Dual Core,10.441,Windows
Dell,16,0,Nvidia,Intel Core i7,1.873,Windows
Dell,4,0,Intel,Intel Core i3,0.946,Linux
Dell,4,0,Intel,Intel Core i3,0.765,Linux
Dell,4,0,Intel,Intel Core i5,1.852,Linux
Asus,8,0,Nvidia,Intel Core i7,2.489,Windows
Dell,4,0,AMD,Intel Core i5,1.213,Linux
HP,8,0,Intel,Intel Core i7,2.96,Windows
MSI,16,0,Nvidia,Intel Core i7,4.833,Windows
Acer,4,1,Intel,Intel Dual Core,0.808,Linux
HP,8,0,Intel,Intel Core i5,2.395,Windows
Lenovo,8,0,Intel,Intel Core i5,3.122,Windows
Dell,4,0,AMD,Intel Core i5,1.654,Windows
Fujitsu,8,0,Intel,Intel Core i5,1.703,Windows
HP,4,0,Intel,Intel Core i5,1.986,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows
Mediacom,2,0,Intel,Intel Dual Core,0.509,Windows
Lenovo,4,0,Intel,Intel Core i5,0.997,Linux
Asus,6,1,Intel,Intel Core i5,1.362,Windows
Dell,8,0,Nvidia,Intel Core i7,3.879,Windows
Asus,16,0,Intel,Intel Core i7,4.049,Windows
Dell,16,0,Nvidia,Intel Core i7,3.152,Windows
Lenovo,4,0,Intel,Intel Core i5,1.767,Windows
Lenovo,4,0,Nvidia,Intel Core i3,1.234,Windows
Asus,8,0,Intel,Intel Dual Core,0.85,Windows
Asus,8,0,Nvidia,Intel Core i5,1.932,Windows
Dell,8,1,Intel,Intel Core i5,3.983,Windows
Lenovo,2,0,Intel,Intel Dual Core,0.531,Windows
Lenovo,8,1,Intel,Intel Core i7,3.745,Windows
Dell,16,1,Nvidia,Intel Core i7,5.113,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.364,Windows
HP,8,0,AMD,AMD Processor,1.11,Windows
Lenovo,16,0,Intel,Intel Core i7,5.221,Windows
Asus,8,0,Nvidia,Intel Core i7,2.491,Linux
Acer,4,0,Intel,Intel Core i3,0.959,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.584,Windows
Acer,8,0,Intel,Intel Core i5,1.959,Windows
Razer,16,0,Nvidia,Intel Core i7,5.539,Windows
Toshiba,8,0,Intel,Intel Core i5,2.585,Windows
Lenovo,8,0,Intel,Intel Core i7,3.376,Windows
Asus,32,0,Nvidia,Intel Core i7,5.965,Windows
Acer,8,0,Nvidia,Intel Core i5,1.511,Linux
Dell,8,0,Intel,Intel Core i5,3.09,Windows
MSI,8,0,Nvidia,Intel Core i7,2.54,Windows
HP,4,0,Intel,Intel Core i3,0.778,Linux
Toshiba,8,0,Intel,Intel Core i5,2.268,Windows
Dell,8,0,AMD,Intel Core i7,1.959,Windows
Dell,16,0,AMD,Intel Core i7,2.419,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.549,Windows
Dell,32,0,Nvidia,Intel Core i7,6.708,Windows
Dell,8,0,Intel,Intel Core i5,2.619,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.893,Windows
Lenovo,4,0,Intel,Intel Core i5,1.14,Windows
HP,6,0,AMD,Intel Core i3,1.149,Windows
MSI,8,0,Nvidia,Intel Core i7,3.169,Windows
Toshiba,4,0,Intel,Intel Core i3,1.061,Windows
Dell,8,0,Intel,Intel Core i5,2.035,Windows
HP,8,0,AMD,Intel Core i7,1.588,Windows
Toshiba,8,0,Intel,Intel Core i5,2.681,Windows
Acer,4,0,Intel,Intel Core i3,0.878,Linux
Microsoft,8,1,Intel,Intel Core i7,3.981,Windows
Lenovo,8,0,AMD,Intel Core i5,1.743,Windows
Lenovo,8,1,Intel,Intel Core i5,2.204,Windows
Lenovo,4,0,AMD,AMD Processor,0.744,Windows
HP,4,1,Nvidia,Intel Core i3,1.49,Windows
MSI,16,0,Nvidia,Intel Core i7,2.758,Windows
Asus,8,0,Intel,Intel Core i5,2.419,Windows
HP,8,1,Intel,Intel Dual Core,1.055,Linux
LG,8,0,Intel,Intel Core i7,4.9,Windows
Acer,16,0,Nvidia,Intel Core i5,2.768,Windows
MSI,8,0,Nvidia,Intel Core i5,2.127,Windows
Asus,4,0,Intel,Intel Dual Core,0.893,Windows
Dell,16,0,Nvidia,Intel Core i5,4.371,Windows
HP,4,0,AMD,Intel Core i3,1.49,Windows
Lenovo,8,1,Intel,Intel Core i7,3.195,Windows
Dell,16,0,Nvidia,Intel Core i7,5.997,Windows
HP,4,0,AMD,Intel Core i5,1.306,Windows
Dell,4,0,AMD,Intel Core i3,1.163,Windows
HP,6,0,AMD,AMD Processor,1.213,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.678,Windows
Acer,4,0,Intel,Intel Dual Core,0.799,Linux
Lenovo,4,0,Intel,Intel Core i5,1.49,Windows
HP,8,0,Nvidia,Intel Core i7,4.066,Windows
Lenovo,8,1,Intel,Intel Core i7,5.52,Windows
Toshiba,8,0,Intel,Intel Core i5,2.074,Windows
Acer,4,0,Intel,Intel Dual Core,0.573,Windows
Lenovo,16,1,Intel,Intel Core i7,3.727,Windows
Asus,4,1,Intel,Intel Dual Core,1.426,Linux
Toshiba,16,1,Intel,Intel Core i7,4.0,Windows
HP,4,0,AMD,Intel Core i7,1.468,Windows
Dell,8,0,Nvidia,Intel Core i5,1.745,Windows
Lenovo,4,0,AMD,AMD Processor,0.85,Windows
Lenovo,8,0,AMD,AMD Processor,0.914,Windows
Lenovo,4,0,Intel,Intel Core i5,1.324,Windows
Lenovo,4,0,Intel,Intel Core i3,0.959,Linux
Dell,8,0,Intel,Intel Core i5,1.694,Windows
Acer,8,1,Intel,Intel Core i5,2.129,Windows
Lenovo,16,0,Nvidia,Intel Core i7,3.953,Windows
Lenovo,8,0,Intel,Intel Core i5,2.538,Windows
HP,6,0,AMD,AMD Processor,1.396,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.662,Windows
Dell,8,0,Nvidia,Intel Core i5,2.321,Linux
Dell,8,0,Intel,Intel Core i5,1.547,Linux
Asus,4,0,Intel,Intel Dual Core,0.635,Windows
Dell,16,0,Intel,Intel Core i5,3.04,Windows
Lenovo,8,0,Nvidia,Intel Core i5,1.827,Windows
Dell,8,0,Intel,Intel Core i5,2.513,Windows
Lenovo,4,0,AMD,AMD Processor,0.635,Windows
Mediacom,4,0,Intel,Intel Dual Core,0.565,Windows
HP,8,0,Nvidia,Intel Core i7,2.557,Windows
Lenovo,8,0,Intel,Intel Core i7,3.595,Windows
HP,8,1,Intel,Intel Core i5,1.783,Windows
Lenovo,8,0,Intel,Intel Core i5,3.195,Windows
Dell,32,0,Nvidia,Intel Core i7,7.799,Windows
MSI,8,0,Nvidia,Intel Core i7,2.874,Windows
Lenovo,4,0,Intel,Intel Core i5,1.044,Linux
Dell,8,0,AMD,Intel Core i5,1.532,Windows
Dell,4,1,Intel,Intel Core i3,1.383,Windows
Dell,8,0,AMD,Intel Core i5,1.256,Linux
HP,4,0,AMD,AMD Processor,1.042,Windows
Acer,16,0,Nvidia,Intel Core i7,4.124,Windows
Dell,12,0,Intel,Intel Core i5,1.383,Windows
HP,6,0,AMD,AMD Processor,1.385,Windows
Acer,4,0,Intel,Intel Core i5,1.191,Windows
Lenovo,8,0,Intel,Intel Core i5,2.046,Windows
Lenovo,4,0,Intel,Intel Core i7,1.66,Windows
HP,16,0,Nvidia,Intel Core i7,5.155,Windows
Dell,8,1,Intel,Intel Core i5,1.404,Windows
MSI,16,0,Nvidia,Intel Core i7,4.464,Windows
Acer,4,0,Intel,Intel Core i3,0.875,Windows
Dell,8,0,Nvidia,Intel Core i7,2.572,Windows
Dell,8,0,Intel,Intel Core i3,1.417,Windows
Toshiba,8,1,Intel,Intel Core i5,3.271,Windows
Lenovo,8,1,Intel,Intel Core i5,2.129,Windows
Lenovo,16,0,Nvidia,Intel Core i7,7.031,Windows
Acer,2,0,Intel,Intel Dual Core,0.703,Linux
Samsung,16,0,Intel,Intel Core i7,3.514,Windows
HP,8,0,Intel,Intel Core i3,1.149,Windows
Dell,8,0,Intel,Intel Core i5,2.401,Windows
HP,16,0,Nvidia,Intel Dual Core,9.354,Windows
Lenovo,4,1,Intel,Intel Dual Core,1.012,Windows
HP,8,0,Intel,Intel Core i5,4.049,Windows
Asus,4,0,Nvidia,Intel Core i5,1.234,Linux
Lenovo,4,0,Intel,Intel Core i5,2.336,Windows
Asus,4,0,Intel,Intel Core i7,1.811,Windows
Lenovo,8,1,Intel,Intel Core i5,2.555,Windows
HP,8,0,Nvidia,Intel Core i5,2.342,Windows
HP,8,0,Nvidia,Intel Core i7,3.327,Windows
Dell,16,0,Nvidia,Intel Core i7,6.114,Windows
Acer,4,0,Intel,Intel Core i5,1.277,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.233,Windows
Dell,16,0,Intel,Intel Core i7,3.962,Windows
Google,8,1,Intel,Intel Core i5,3.323,Linux
Asus,8,0,Intel,Intel Core i5,2.406,Windows
Dell,4,0,Intel,Intel Core i3,1.809,Windows
Acer,4,0,Intel,Intel Core i5,1.396,Windows
Asus,4,0,Nvidia,Intel Dual Core,1.002,Windows
Dell,16,1,Nvidia,Intel Core i7,2.342,Windows
Samsung,8,1,Intel,Intel Core i7,3.408,Windows
Acer,4,0,Intel,Intel Dual Core,0.635,Linux
Dell,16,0,AMD,Intel Core i7,2.518,Windows
Samsung,16,1,AMD,Intel Core i7,3.834,Windows
Toshiba,4,0,Intel,Intel Core i5,2.174,Windows
Dell,8,0,Nvidia,Intel Core i7,2.342,Windows
HP,4,0,Intel,Intel Core i5,2.651,Windows
Asus,12,1,Nvidia,Intel Core i7,1.788,Windows
Lenovo,16,0,Nvidia,Intel Core i7,5.051,Windows
Acer,4,0,Intel,Intel Core i3,1.355,Windows
Razer,16,0,Nvidia,Intel Core i7,6.178,Windows
Asus,8,0,Intel,Intel Dual Core,1.24,Windows
Dell,32,0,Nvidia,Intel Core i7,7.648,Windows
Asus,16,0,Nvidia,Intel Core i7,5.008,Windows
Toshiba,16,0,Nvidia,Intel Core i7,3.759,Windows
Lenovo,8,0,Intel,Intel Dual Core,0.701,Linux
Lenovo,16,0,Intel,Intel Core i7,4.9,Windows
MSI,16,0,Nvidia,Intel Core i7,4.03,Windows
MSI,8,0,Nvidia,Intel Core i5,2.321,Windows
Lenovo,4,0,Nvidia,Intel Core i7,2.129,Windows
Acer,16,0,Nvidia,Intel Core i7,4.9,Windows
Dell,8,0,Nvidia,Intel Core i5,2.099,Windows
Asus,8,0,Nvidia,Intel Core i7,2.854,Windows
Vero,4,0,Intel,Intel Dual Core,0.432,Windows
Lenovo,8,1,Intel,Intel Core i7,4.198,Windows
Lenovo,8,1,AMD,Intel Core i5,2.044,Windows
Apple,8,0,Intel,Intel Dual Core,2.483,Mac
Lenovo,8,1,Intel,Intel Core i5,4.966,Windows
Asus,4,0,Intel,Intel Dual Core,0.637,Windows
Dell,8,0,Intel,Intel Core i5,1.726,Windows
Lenovo,8,1,Intel,Intel Core i7,2.875,Windows
Dell,8,0,AMD,Intel Core i3,1.575,Windows
HP,8,0,Nvidia,Intel Core i7,4.401,Windows
Asus,8,0,Intel,Intel Core i5,2.342,Windows
Dell,8,0,Intel,Intel Core i5,3.195,Windows
Dell,8,1,Nvidia,Intel Core i5,3.727,Windows
Dell,4,0,Intel,Intel Dual Core,1.586,Windows
HP,8,0,Intel,Intel Core i5,2.96,Windows
Toshiba,4,0,Intel,Intel Core i5,1.662,Windows
HP,8,0,AMD,AMD Processor,1.341,Windows
Dell,16,0,Nvidia,Intel Core i7,3.578,Windows
Lenovo,4,0,Nvidia,Intel Core i5,1.298,Windows
HP,12,0,AMD,Intel Core i7,3.727,Windows
MSI,16,0,Nvidia,Intel Core i7,5.147,Windows
Samsung,8,0,Intel,Intel Core i5,3.195,Windows
Dell,8,0,Nvidia,Intel Core i7,2.048,Windows
Dell,8,0,AMD,Intel Core i5,1.683,Windows
Lenovo,8,0,Intel,Intel Core i7,3.962,Windows
Razer,16,1,Intel,Intel Core i7,3.834,Windows
HP,4,0,Intel,Intel Dual Core,0.821,Linux
Dell,16,0,Nvidia,Intel Core i7,5.339,Windows
Dell,4,0,Intel,Intel Core i5,1.609,Windows
Lenovo,4,0,Intel,Intel Core i3,1.044,Windows
Toshiba,4,0,Intel,Intel Core i5,2.323,Windows
Lenovo,8,0,Intel,Intel Core i7,5.326,Windows
MSI,8,0,Nvidia,Intel Core i5,2.555,Windows
Lenovo,8,0,Intel,Intel Core i5,3.996,Windows
Toshiba,4,0,Intel,Intel Dual Core,1.063,Windows
Asus,8,1,Intel,Intel Core i5,2.894,Windows
Dell,4,0,Intel,Intel Core i3,1.247,Windows
Acer,4,0,Intel,Intel Dual Core,0.757,Linux
Acer,8,0,Intel,Intel Core i3,1.319,Windows
Razer,32,1,Nvidia,Intel Core i7,11.719,Windows
Lenovo,16,0,Intel,Intel Core i7,4.473,Windows
Asus,4,0,Nvidia,Intel Core i5,1.106,Linux
Lenovo,8,0,Intel,Intel Core i5,2.528,Windows
Lenovo,8,0,Intel,Intel Core i5,3.516,Windows
Dell,16,0,Nvidia,Intel Core i7,5.913,Windows
Asus,16,0,Nvidia,Intel Core i7,5.155,Windows
Toshiba,4,0,Intel,Intel Core i3,1.426,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.693,Linux
Asus,8,0,Intel,Intel Core i5,1.257,Windows
Asus,16,0,Nvidia,Intel Core i7,3.834,Windows
Dell,32,0,Nvidia,Intel Core i7,6.549,Windows
HP,8,0,Nvidia,Intel Core i5,1.939,Windows
Dell,8,0,Intel,Intel Core i5,1.522,Windows
HP,8,0,Intel,Intel Core i7,3.985,Windows
Dell,4,0,AMD,Intel Core i7,1.575,Windows
HP,4,1,Intel,Intel Dual Core,1.311,Linux
Asus,8,0,Nvidia,Intel Core i5,2.187,Windows
HP,8,1,Intel,Intel Core i5,4.853,Windows
HP,8,0,Intel,Intel Core i7,3.129,Windows
HP,4,0,Intel,Intel Dual Core,0.637,Linux
Asus,16,0,Nvidia,Intel Core i7,4.047,Windows
Dell,8,0,AMD,Intel Core i7,1.843,Linux
Lenovo,8,0,Nvidia,Intel Core i7,4.056,Windows
Asus,8,0,Nvidia,Intel Core i7,1.677,Windows
Dell,8,0,Intel,Intel Core i5,2.014,Windows
Asus,4,0,Intel,Intel Dual Core,0.957,Windows
HP,8,1,Intel,Intel Core i7,5.454,Windows
Dell,8,1,Intel,Intel Core i5,1.383,Windows
Lenovo,4,0,Intel,Intel Core i3,1.0,Linux
Lenovo,8,0,Intel,Intel Core i5,1.813,Windows
HP,8,0,AMD,Intel Core i5,2.875,Windows
Toshiba,4,0,Intel,Intel Core i5,2.739,Windows
Lenovo,8,0,Nvidia,Intel Core i5,2.167,Linux
Dell,16,1,Intel,Intel Core i7,4.774,Windows
HP,4,0,Intel,Intel Core i5,1.939,Windows
Toshiba,8,0,Intel,Intel Core i5,2.334,Windows
Lenovo,8,1,Intel,Intel Core i7,4.156,Windows
Acer,8,0,Intel,Intel Core i5,1.922,Windows
Dell,8,0,Nvidia,Intel Core i7,3.789,Windows
Lenovo,4,0,Intel,Intel Core i5,2.248,Windows
Lenovo,4,0,AMD,Intel Core i3,1.021,Linux
Toshiba,8,0,Intel,Intel Core i7,2.958,Windows
Lenovo,4,0,Intel,Intel Core i3,1.566,Windows
Samsung,16,0,Nvidia,Intel Core i7,3.941,Windows
Dell,8,0,Intel,Intel Core i7,3.602,Windows
Asus,4,0,Intel,Intel Dual Core,0.85,Linux
Xiaomi,8,0,Nvidia,Intel Core i5,1.993,Windows
Dell,4,0,Nvidia,Intel Core i5,1.945,Windows
HP,4,0,Intel,Intel Core i5,1.788,Windows
HP,4,1,Intel,Intel Core i5,3.623,Windows
HP,4,1,Intel,Intel Core i5,1.459,Windows
Asus,4,0,Intel,Intel Dual Core,0.742,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.426,Windows
Dell,4,0,Intel,Intel Dual Core,0.786,Windows
HP,4,1,Intel,Intel Core i5,3.834,Windows
Dell,4,0,AMD,Intel Core i3,0.971,Linux
Asus,12,0,Nvidia,Intel Core i5,2.92,Windows
Acer,4,0,Intel,Intel Dual Core,0.633,Linux
Lenovo,4,0,AMD,AMD Processor,0.808,Windows
HP,4,0,Intel,Intel Core i5,2.696,Windows
HP,16,1,Intel,Intel Core i7,2.982,Windows
Samsung,8,0,Intel,Intel Core i7,3.621,Windows
Lenovo,8,0,Intel,Intel Core i5,3.834,Windows
MSI,16,0,Nvidia,Intel Core i7,5.646,Windows
Toshiba,8,0,Intel,Intel Core i5,3.144,Windows
Dell,8,0,Nvidia,Intel Core i7,1.98,Linux
HP,8,0,Nvidia,Intel Core i7,1.918,Windows
Dell,4,0,AMD,Intel Core i3,1.309,Windows
Dell,8,0,Intel,Intel Core i5,1.993,Windows
Dell,8,1,Intel,Intel Core i7,4.29,Windows
Asus,32,0,Nvidia,Intel Core i7,2.726,Windows
Dell,16,1,Intel,Intel Core i7,3.514,Windows
Lenovo,8,0,Intel,Intel Core i7,4.367,Windows
Lenovo,8,0,Intel,Intel Core i5,4.184,Windows
LG,16,1,Intel,Intel Core i7,4.473,Windows
HP,8,0,Intel,Intel Core i7,3.161,Windows
Acer,4,0,Intel,Intel Dual Core,0.765,Linux
Lenovo,8,0,Nvidia,Intel Core i5,1.682,Windows
LG,8,1,Intel,Intel Core i7,4.047,Windows
Dell,8,0,Intel,Intel Core i5,2.568,Windows
HP,8,1,Intel,Intel Dual Core,6.607,Windows
Lenovo,6,0,Nvidia,Intel Core i7,1.682,Windows
HP,8,0,Nvidia,Intel Core i7,2.172,Windows
Acer,4,0,Intel,Intel Core i3,1.063,Windows
Lenovo,4,0,Intel,Intel Core i5,1.878,Windows
HP,8,0,Intel,Intel Core i5,2.046,Windows
MSI,16,0,Nvidia,Intel Core i7,3.408,Windows
Dell,16,0,Nvidia,Intel Core i7,2.875,Windows
MSI,8,0,Nvidia,Intel Core i5,2.387,Windows
Dell,4,0,AMD,Intel Core i5,1.46,Windows
HP,8,0,AMD,Intel Core i7,2.764,Windows
HP,8,1,Intel,Intel Core i7,2.449,Windows
Toshiba,16,0,Nvidia,Intel Core i7,4.209,Windows
Lenovo,8,1,Intel,Intel Core i5,3.889,Windows
Dell,4,0,Intel,Intel Core i5,1.556,Windows
Lenovo,8,0,Intel,Intel Core i7,3.516,Windows
HP,8,0,Intel,Intel Core i5,2.483,Windows
Dell,4,0,Intel,Intel Core i5,1.509,Windows
HP,4,0,Intel,Intel Core i5,2.449,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.659,Windows
HP,4,0,Intel,Intel Core i5,3.365,Windows
HP,4,0,Intel,Intel Dual Core,0.616,Linux
Lenovo,16,1,Intel,Intel Core i7,3.834,Windows
Toshiba,4,0,Intel,Intel Core i5,2.355,Windows
HP,8,0,Intel,Intel Core i5,3.557,Windows
Dell,4,0,Intel,Intel Core i3,1.19,Windows
MSI,8,0,Nvidia,Intel Core i7,2.555,Windows
Dell,8,0,Intel,Intel Core i5,3.493,Windows
Dell,16,0,Nvidia,Intel Core i7,5.878,Windows
HP,8,0,Nvidia,Intel Core i5,2.982,Windows
Asus,4,0,Nvidia,Intel Dual Core,1.13,Windows
Acer,4,0,Intel,Intel Core i5,1.319,Windows
Toshiba,8,0,Intel,Intel Core i5,2.385,Windows
Lenovo,8,1,Intel,Intel Dual Core,2.768,Windows
Lenovo,16,0,AMD,AMD Processor,2.129,Windows
Dell,8,1,Intel,Intel Core i5,3.138,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.46,Linux
Dell,4,0,AMD,Intel Core i3,1.404,Windows
Acer,4,0,Intel,Intel Dual Core,0.744,Linux
HP,8,0,Nvidia,Intel Core i7,4.793,Windows
Dell,8,0,Intel,Intel Core i7,3.783,Windows
Toshiba,8,0,Intel,Intel Core i5,3.112,Windows
Asus,8,0,Intel,Intel Dual Core,2.47,Linux
Lenovo,8,0,Intel,Intel Core i7,3.173,Windows
Dell,16,0,Nvidia,Intel Core i7,6.722,Windows
Dell,8,1,Intel,Intel Core i5,4.047,Windows
HP,4,1,Intel,Intel Dual Core,1.652,Windows
Dell,8,0,Intel,Intel Core i7,2.702,Windows
Acer,4,1,Intel,Intel Dual Core,0.829,Linux
Toshiba,8,0,Intel,Intel Core i5,3.271,Windows
